Year,ScopeID,Sector,SubSector1,SubSector2,Emissions_tonnes_CO2-e,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2019,1,Transport,On-road,Light Duty Vehicles,104884,Randwick,Eastern Harbour City,Six Cities,16550
2019,1,Transport,On-road,Light Duty Vehicles,109994,Richmond Valley,North Coast,Regional,16610
2019,1,Transport,On-road,Light Duty Vehicles,264926,Ryde,Eastern Harbour City,Six Cities,16700
2019,1,Transport,On-road,Light Duty Vehicles,109548,Shellharbour,Illawarra-Shoalhaven City,Six Cities,16900
2019,1,Transport,On-road,Light Duty Vehicles,395775,Shoalhaven,Illawarra-Shoalhaven City,Six Cities,16950
2019,1,Transport,On-road,Light Duty Vehicles,16478,Singleton,Upper Hunter,Regional,17000
2019,1,Transport,On-road,Light Duty Vehicles,93568,Snowy Monaro Regional,South East and Tablelands,Regional,17040
2019,1,Transport,On-road,Light Duty Vehicles,42162,Snowy Valleys,Riverina Murray,Regional,17080
2019,1,Transport,On-road,Light Duty Vehicles,110825,Strathfield,Eastern Harbour City,Six Cities,17100
2019,1,Transport,On-road,Light Duty Vehicles,363987,Sutherland Shire,Central River City,Six Cities,17150
2019,1,Transport,On-road,Light Duty Vehicles,370019,Sydney,Eastern Harbour City,Six Cities,17200
2019,1,Transport,On-road,Light Duty Vehicles,236435,Tamworth Regional,New England North West,Regional,17310
2019,1,Transport,On-road,Light Duty Vehicles,21307,Temora,Riverina Murray,Regional,17350
2019,1,Transport,On-road,Light Duty Vehicles,21647,Tenterfield,New England North West,Regional,17400
2019,1,Transport,On-road,Light Duty Vehicles,248047,The Hills Shire,Central River City,Six Cities,17420
2019,1,Transport,On-road,Light Duty Vehicles,312831,Tweed,North Coast,Regional,17550
2019,1,Transport,On-road,Light Duty Vehicles,18115,Unincorporated NSW,Far West,Regional,19399
2019,1,Transport,On-road,Light Duty Vehicles,71839,Upper Hunter Shire,Upper Hunter,Regional,17620
2019,1,Transport,On-road,Light Duty Vehicles,75081,Upper Lachlan Shire,South East and Tablelands,Regional,17640
2019,1,Transport,On-road,Light Duty Vehicles,28900,Uralla,New England North West,Regional,17650
2019,1,Transport,On-road,Light Duty Vehicles,250000,Wagga Wagga,Riverina Murray,Regional,17750
2019,1,Transport,On-road,Light Duty Vehicles,10299,Walcha,New England North West,Regional,17850
2019,1,Transport,On-road,Light Duty Vehicles,19900,Walgett,Far West,Regional,17900
2019,1,Transport,On-road,Light Duty Vehicles,12564,Warren,Central West and Orana,Regional,17950
2019,1,Transport,On-road,Light Duty Vehicles,52472,Warrumbungle Shire,Central West and Orana,Regional,18020
2019,1,Transport,On-road,Light Duty Vehicles,29676,Waverley,Eastern Harbour City,Six Cities,18050
2019,1,Transport,On-road,Light Duty Vehicles,14110,Weddin,Central West and Orana,Regional,18100
2019,1,Transport,On-road,Light Duty Vehicles,20131,Wentworth,Far West,Regional,18200
2019,1,Transport,On-road,Light Duty Vehicles,128249,Willoughby,Eastern Harbour City,Six Cities,18250
2019,1,Transport,On-road,Light Duty Vehicles,241493,Wingecarribee,South East and Tablelands,Regional,18350
2019,1,Transport,On-road,Light Duty Vehicles,119845,Wollondilly,Western Parkland City,Six Cities,18400
2019,1,Transport,On-road,Light Duty Vehicles,428393,Wollongong,Illawarra-Shoalhaven City,Six Cities,18450
2019,1,Transport,On-road,Light Duty Vehicles,46295,Woollahra,Eastern Harbour City,Six Cities,18500
2019,1,Transport,On-road,Light Duty Vehicles,134241,Yass Valley,South East and Tablelands,Regional,18710
2016,1,Transport,On-road,Heavy Duty Vehicles,29458,Albury,Riverina Murray,Regional,10050
2016,1,Transport,On-road,Heavy Duty Vehicles,5870,Armidale Regional,New England North West,Regional,10130
2016,1,Transport,On-road,Heavy Duty Vehicles,26490,Ballina,North Coast,Regional,10250
2016,1,Transport,On-road,Heavy Duty Vehicles,24585,Balranald,Far West,Regional,10300
2016,1,Transport,On-road,Heavy Duty Vehicles,14355,Bathurst Regional,Central West and Orana,Regional,10470
2016,1,Transport,On-road,Heavy Duty Vehicles,112516,Bayside,Eastern Harbour City,Six Cities,10500
2016,1,Transport,On-road,Heavy Duty Vehicles,7538,Bega Valley,South East and Tablelands,Regional,10550
2016,1,Transport,On-road,Heavy Duty Vehicles,17065,Bellingen,North Coast,Regional,10600
2016,1,Transport,On-road,Heavy Duty Vehicles,12735,Berrigan,Riverina Murray,Regional,10650
2016,1,Transport,On-road,Heavy Duty Vehicles,219775,Blacktown,Central River City,Six Cities,10750
2016,1,Transport,On-road,Heavy Duty Vehicles,37137,Bland,Riverina Murray,Regional,10800
2016,1,Transport,On-road,Heavy Duty Vehicles,4386,Blayney,Central West and Orana,Regional,10850
2016,1,Transport,On-road,Heavy Duty Vehicles,44854,Blue Mountains,Western Parkland City,Six Cities,10900
2016,1,Transport,On-road,Heavy Duty Vehicles,16001,Bogan,Central West and Orana,Regional,10950
2016,1,Transport,On-road,Heavy Duty Vehicles,890,Bourke,Far West,Regional,11150
2016,1,Transport,On-road,Heavy Duty Vehicles,783,Brewarrina,Far West,Regional,11200
2016,1,Transport,On-road,Heavy Duty Vehicles,2441,Broken Hill,Far West,Regional,11250
2016,1,Transport,On-road,Heavy Duty Vehicles,9371,Burwood,Eastern Harbour City,Six Cities,11300
2016,1,Transport,On-road,Heavy Duty Vehicles,24282,Byron,North Coast,Regional,11350
2016,1,Transport,On-road,Heavy Duty Vehicles,7609,Cabonne,Central West and Orana,Regional,11400
2016,1,Transport,On-road,Heavy Duty Vehicles,28540,Camden,Western Parkland City,Six Cities,11450
2016,1,Transport,On-road,Heavy Duty Vehicles,127314,Campbelltown,Western Parkland City,Six Cities,11500
2016,1,Transport,On-road,Heavy Duty Vehicles,16639,Canada Bay,Eastern Harbour City,Six Cities,11520
2016,1,Transport,On-road,Heavy Duty Vehicles,174175,Canterbury-Bankstown,Central River City,Six Cities,11570
2016,1,Transport,On-road,Heavy Duty Vehicles,8065,Carrathool,Riverina Murray,Regional,11600
2016,1,Transport,On-road,Heavy Duty Vehicles,240852,Central Coast,Central Coast City,Six Cities,11650
2016,1,Transport,On-road,Heavy Duty Vehicles,27219,Central Darling,Far West,Regional,11700
2016,1,Transport,On-road,Heavy Duty Vehicles,50785,Cessnock,Lower Hunter and Greater Newcastle City,Six Cities,11720
2016,1,Transport,On-road,Heavy Duty Vehicles,109055,Clarence Valley,North Coast,Regional,11730
2016,1,Transport,On-road,Heavy Duty Vehicles,24992,Cobar,Far West,Regional,11750
2016,1,Transport,On-road,Heavy Duty Vehicles,42809,Coffs Harbour,North Coast,Regional,11800
2016,1,Transport,On-road,Heavy Duty Vehicles,13825,Coolamon,Riverina Murray,Regional,12000
2016,1,Transport,On-road,Heavy Duty Vehicles,8655,Coonamble,Central West and Orana,Regional,12150
2016,1,Transport,On-road,Heavy Duty Vehicles,115431,Cootamundra-Gundagai Regional,Riverina Murray,Regional,12160
2016,1,Transport,On-road,Heavy Duty Vehicles,7311,Cowra,Central West and Orana,Regional,12350
2016,1,Transport,On-road,Heavy Duty Vehicles,123914,Cumberland,Central River City,Six Cities,12380
2016,1,Transport,On-road,Heavy Duty Vehicles,28016,Dubbo Regional,Central West and Orana,Regional,12390
2016,1,Transport,On-road,Heavy Duty Vehicles,5313,Dungog,Upper Hunter,Regional,12700
2016,1,Transport,On-road,Heavy Duty Vehicles,8641,Edward River,Riverina Murray,Regional,12730
2016,1,Transport,On-road,Heavy Duty Vehicles,4629,Eurobodalla,South East and Tablelands,Regional,12750
2016,1,Transport,On-road,Heavy Duty Vehicles,100192,Fairfield,Western Parkland City,Six Cities,12850
2016,1,Transport,On-road,Heavy Duty Vehicles,15084,Federation,Riverina Murray,Regional,12870
2016,1,Transport,On-road,Heavy Duty Vehicles,25085,Forbes,Central West and Orana,Regional,12900
2016,1,Transport,On-road,Heavy Duty Vehicles,21212,Georges River,Central River City,Six Cities,12930
2016,1,Transport,On-road,Heavy Duty Vehicles,31687,Gilgandra,Central West and Orana,Regional,12950
2016,1,Transport,On-road,Heavy Duty Vehicles,7176,Glen Innes Severn,New England North West,Regional,13010
2016,1,Transport,On-road,Heavy Duty Vehicles,120459,Goulburn Mulwaree,South East and Tablelands,Regional,13310
2016,1,Transport,On-road,Heavy Duty Vehicles,107010,Greater Hume Shire,Riverina Murray,Regional,13340
2016,1,Transport,On-road,Heavy Duty Vehicles,7384,Griffith,Riverina Murray,Regional,13450
2016,1,Transport,On-road,Heavy Duty Vehicles,13928,Gunnedah,New England North West,Regional,13550
2016,1,Transport,On-road,Heavy Duty Vehicles,4340,Gwydir,New England North West,Regional,13660
2016,1,Transport,On-road,Heavy Duty Vehicles,20813,Hawkesbury,Western Parkland City,Six Cities,13800
2016,1,Transport,On-road,Heavy Duty Vehicles,33975,Hay,Riverina Murray,Regional,13850
2016,1,Transport,On-road,Heavy Duty Vehicles,52233,Hilltops,South East and Tablelands,Regional,13910
2016,1,Transport,On-road,Heavy Duty Vehicles,156398,Hornsby,Eastern Harbour City,Six Cities,14000
2016,1,Transport,On-road,Heavy Duty Vehicles,1228,Hunters Hill,Eastern Harbour City,Six Cities,14100
2016,1,Transport,On-road,Heavy Duty Vehicles,40323,Inner West,Eastern Harbour City,Six Cities,14170
2016,1,Transport,On-road,Heavy Duty Vehicles,3845,Inverell,New England North West,Regional,14200
2016,1,Transport,On-road,Heavy Duty Vehicles,3765,Junee,Riverina Murray,Regional,14300
2016,1,Transport,On-road,Heavy Duty Vehicles,46063,Kempsey,North Coast,Regional,14350
2016,1,Transport,On-road,Heavy Duty Vehicles,11944,Kiama,Illawarra-Shoalhaven City,Six Cities,14400
2016,1,Transport,On-road,Heavy Duty Vehicles,31399,Ku-Ring-Gai,Eastern Harbour City,Six Cities,14500
2016,1,Transport,On-road,Heavy Duty Vehicles,3334,Kyogle,North Coast,Regional,14550
2016,1,Transport,On-road,Heavy Duty Vehicles,8945,Lachlan,Central West and Orana,Regional,14600
2016,1,Transport,On-road,Heavy Duty Vehicles,154742,Lake Macquarie,Lower Hunter and Greater Newcastle City,Six Cities,14650
2016,1,Transport,On-road,Heavy Duty Vehicles,12564,Lane Cove,Eastern Harbour City,Six Cities,14700
2016,1,Transport,On-road,Heavy Duty Vehicles,3958,Leeton,Riverina Murray,Regional,14750
2016,1,Transport,On-road,Heavy Duty Vehicles,3043,Lismore,North Coast,Regional,14850
2016,1,Transport,On-road,Heavy Duty Vehicles,23385,Lithgow,Central West and Orana,Regional,14870
2016,1,Transport,On-road,Heavy Duty Vehicles,177694,Liverpool,Western Parkland City,Six Cities,14900
2016,1,Transport,On-road,Heavy Duty Vehicles,12368,Liverpool Plains,New England North West,Regional,14920
2016,1,Transport,On-road,Heavy Duty Vehicles,2244,Lockhart,Riverina Murray,Regional,14950
2016,1,Transport,On-road,Heavy Duty Vehicles,10685,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2016,1,Transport,On-road,Heavy Duty Vehicles,161437,Mid-Coast,Upper Hunter,Regional,15240
2016,1,Transport,On-road,Heavy Duty Vehicles,7048,Mid-Western Regional,Central West and Orana,Regional,15270
2016,1,Transport,On-road,Heavy Duty Vehicles,71038,Moree Plains,New England North West,Regional,15300
2016,1,Transport,On-road,Heavy Duty Vehicles,4982,Mosman,Eastern Harbour City,Six Cities,15350
2016,1,Transport,On-road,Heavy Duty Vehicles,17121,Murray River,Riverina Murray,Regional,15520
2016,1,Transport,On-road,Heavy Duty Vehicles,47604,Murrumbidgee,Riverina Murray,Regional,15560
2016,1,Transport,On-road,Heavy Duty Vehicles,40686,Muswellbrook,Upper Hunter,Regional,15650
2016,1,Transport,On-road,Heavy Duty Vehicles,35528,Nambucca,North Coast,Regional,15700
2016,1,Transport,On-road,Heavy Duty Vehicles,56952,Narrabri,New England North West,Regional,15750
2016,1,Transport,On-road,Heavy Duty Vehicles,46765,Narrandera,Riverina Murray,Regional,15800
2016,1,Transport,On-road,Heavy Duty Vehicles,13479,Narromine,Central West and Orana,Regional,15850
2016,1,Transport,On-road,Heavy Duty Vehicles,67497,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2016,1,Transport,On-road,Heavy Duty Vehicles,22905,North Sydney,Eastern Harbour City,Six Cities,15950
2016,1,Transport,On-road,Heavy Duty Vehicles,35908,Northern Beaches,Eastern Harbour City,Six Cities,15990
2016,1,Transport,On-road,Heavy Duty Vehicles,4161,Oberon,Central West and Orana,Regional,16100
2016,1,Transport,On-road,Heavy Duty Vehicles,2327,Orange,Central West and Orana,Regional,16150
2016,1,Transport,On-road,Heavy Duty Vehicles,27084,Parkes,Central West and Orana,Regional,16200
2016,1,Transport,On-road,Heavy Duty Vehicles,145979,Parramatta,Central River City,Six Cities,16260
2016,1,Transport,On-road,Heavy Duty Vehicles,73724,Penrith,Western Parkland City,Six Cities,16350
2016,1,Transport,On-road,Heavy Duty Vehicles,48963,Port Macquarie-Hastings,North Coast,Regional,16380
2016,1,Transport,On-road,Heavy Duty Vehicles,76778,Port Stephens,Lower Hunter and Greater Newcastle City,Six Cities,16400
2016,1,Transport,On-road,Heavy Duty Vehicles,4696,Queanbeyan-Palerang Regional,South East and Tablelands,Regional,16490
2016,1,Transport,On-road,Heavy Duty Vehicles,15735,Randwick,Eastern Harbour City,Six Cities,16550
2016,1,Transport,On-road,Heavy Duty Vehicles,34248,Richmond Valley,North Coast,Regional,16610
2016,1,Transport,On-road,Heavy Duty Vehicles,41523,Ryde,Eastern Harbour City,Six Cities,16700
2016,1,Transport,On-road,Heavy Duty Vehicles,16536,Shellharbour,Illawarra-Shoalhaven City,Six Cities,16900
2016,1,Transport,On-road,Heavy Duty Vehicles,33513,Shoalhaven,Illawarra-Shoalhaven City,Six Cities,16950
2016,1,Transport,On-road,Heavy Duty Vehicles,142200,Singleton,Upper Hunter,Regional,17000
2016,1,Transport,On-road,Heavy Duty Vehicles,16365,Snowy Monaro Regional,South East and Tablelands,Regional,17040
2016,1,Transport,On-road,Heavy Duty Vehicles,20163,Snowy Valleys,Riverina Murray,Regional,17080
2016,1,Transport,On-road,Heavy Duty Vehicles,26483,Strathfield,Eastern Harbour City,Six Cities,17100
2016,1,Transport,On-road,Heavy Duty Vehicles,55215,Sutherland Shire,Central River City,Six Cities,17150
2016,1,Transport,On-road,Heavy Duty Vehicles,52710,Sydney,Eastern Harbour City,Six Cities,17200
2016,1,Transport,On-road,Heavy Duty Vehicles,13404,Tamworth Regional,New England North West,Regional,17310
2016,1,Transport,On-road,Heavy Duty Vehicles,5632,Temora,Riverina Murray,Regional,17350
2016,1,Transport,On-road,Heavy Duty Vehicles,8367,Tenterfield,New England North West,Regional,17400
2016,1,Transport,On-road,Heavy Duty Vehicles,59447,The Hills Shire,Central River City,Six Cities,17420
2016,1,Transport,On-road,Heavy Duty Vehicles,30396,Tweed,North Coast,Regional,17550
2016,1,Transport,On-road,Heavy Duty Vehicles,29574,Unincorporated NSW,Far West,Regional,19399
2016,1,Transport,On-road,Heavy Duty Vehicles,26485,Upper Hunter Shire,Upper Hunter,Regional,17620
2016,1,Transport,On-road,Heavy Duty Vehicles,74675,Upper Lachlan Shire,South East and Tablelands,Regional,17640
2016,1,Transport,On-road,Heavy Duty Vehicles,2874,Uralla,New England North West,Regional,17650
2016,1,Transport,On-road,Heavy Duty Vehicles,96357,Wagga Wagga,Riverina Murray,Regional,17750
2016,1,Transport,On-road,Heavy Duty Vehicles,2941,Walcha,New England North West,Regional,17850
2016,1,Transport,On-road,Heavy Duty Vehicles,9526,Walgett,Far West,Regional,17900
2016,1,Transport,On-road,Heavy Duty Vehicles,18398,Warren,Central West and Orana,Regional,17950
2016,1,Transport,On-road,Heavy Duty Vehicles,40973,Warrumbungle Shire,Central West and Orana,Regional,18020
2016,1,Transport,On-road,Heavy Duty Vehicles,835,Waverley,Eastern Harbour City,Six Cities,18050
2016,1,Transport,On-road,Heavy Duty Vehicles,18647,Weddin,Central West and Orana,Regional,18100
2016,1,Transport,On-road,Heavy Duty Vehicles,22493,Wentworth,Far West,Regional,18200
2016,1,Transport,On-road,Heavy Duty Vehicles,23879,Willoughby,Eastern Harbour City,Six Cities,18250
2016,1,Transport,On-road,Heavy Duty Vehicles,167981,Wingecarribee,South East and Tablelands,Regional,18350
2016,1,Transport,On-road,Heavy Duty Vehicles,113979,Wollondilly,Western Parkland City,Six Cities,18400
2016,1,Transport,On-road,Heavy Duty Vehicles,90491,Wollongong,Illawarra-Shoalhaven City,Six Cities,18450
2016,1,Transport,On-road,Heavy Duty Vehicles,1553,Woollahra,Eastern Harbour City,Six Cities,18500
2016,1,Transport,On-road,Heavy Duty Vehicles,83172,Yass Valley,South East and Tablelands,Regional,18710
2017,1,Transport,On-road,Heavy Duty Vehicles,28922,Albury,Riverina Murray,Regional,10050
2017,1,Transport,On-road,Heavy Duty Vehicles,5751,Armidale Regional,New England North West,Regional,10130
2017,1,Transport,On-road,Heavy Duty Vehicles,26129,Ballina,North Coast,Regional,10250
2017,1,Transport,On-road,Heavy Duty Vehicles,24206,Balranald,Far West,Regional,10300
2017,1,Transport,On-road,Heavy Duty Vehicles,13999,Bathurst Regional,Central West and Orana,Regional,10470
2017,1,Transport,On-road,Heavy Duty Vehicles,107306,Bayside,Eastern Harbour City,Six Cities,10500
2017,1,Transport,On-road,Heavy Duty Vehicles,7297,Bega Valley,South East and Tablelands,Regional,10550
2017,1,Transport,On-road,Heavy Duty Vehicles,16487,Bellingen,North Coast,Regional,10600
2017,1,Transport,On-road,Heavy Duty Vehicles,12546,Berrigan,Riverina Murray,Regional,10650
2017,1,Transport,On-road,Heavy Duty Vehicles,216885,Blacktown,Central River City,Six Cities,10750
2017,1,Transport,On-road,Heavy Duty Vehicles,36535,Bland,Riverina Murray,Regional,10800
2017,1,Transport,On-road,Heavy Duty Vehicles,4302,Blayney,Central West and Orana,Regional,10850
2017,1,Transport,On-road,Heavy Duty Vehicles,44873,Blue Mountains,Western Parkland City,Six Cities,10900
2017,1,Transport,On-road,Heavy Duty Vehicles,15714,Bogan,Central West and Orana,Regional,10950
